#	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
45	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
46	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
47	0	0	1	0	0	1	1	0	0	0	0	0	6	0	0	0
48	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
49	1	0	0	1	0	1	1	1	1	1	0	0	4	1	0	1
50	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	0
51	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
52	1	0	1	0	1	0	0	0	0	1	0	0	6	0	0	0
53	0	0	1	0	0	1	1	1	1	1	0	0	4	1	0	0
54	0	0	1	0	0	1	1	0	0	0	0	0	8	0	0	1
55	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	0
56	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	1
57	0	1	1	0	0	0	0	0	1	1	0	0	2	1	0	1
58	0	1	1	0	1	0	0	0	1	1	0	0	2	1	1	0
59	0	1	1	0	0	1	1	0	1	1	0	0	2	1	0	1
60	0	1	1	0	1	0	0	0	1	1	0	0	2	1	0	0
61	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1
62	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0
63	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0
64	1	0	1	1	0	1	1	0	1	1	0	0	4	1	0	1
65	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
66	1	0	0	1	0	0	0	1	1	1	0	0	4	1	1	1
67	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1
68	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
69	1	0	0	1	0	0	1	1	1	1	0	0	4	1	1	1
70	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
71	1	0	0	1	0	0	0	1	1	1	0	0	4	1	1	1
72	0	1	1	0	0	0	1	0	1	1	0	0	2	1	0	1
73	0	0	0	0	0	0	1	0	0	1	1	0	8	1	0	0
74	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0
75	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1
76	1	0	0	1	0	1	1	1	1	1	0	1	2	1	0	1
77	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0
78	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0
79	0	1	1	0	1	1	1	0	1	1	0	0	2	1	0	0
80	0	1	1	0	1	1	1	0	1	1	0	0	2	1	0	0
81	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0
82	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
83	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0
84	0	1	1	0	1	0	0	0	1	1	0	0	2	1	0	0
85	1	0	0	1	0	0	0	1	1	1	0	0	2	1	0	0
86	0	0	1	0	0	1	1	0	0	0	0	0	5	0	0	0
87	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1
88	0	1	1	0	1	1	0	0	1	1	0	0	2	1	0	1
89	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0
90	0	0	1	0	0	1	0	1	1	1	0	0	4	0	0	0
91	0	0	1	0	0	0	0	0	1	1	0	0	4	1	0	1
92	0	0	1	0	0	0	1	1	1	1	0	0	4	1	0	0
93	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1
94	1	0	0	1	1	0	0	1	1	1	0	0	2	1	0	0
95	1	0	0	1	0	0	0	1	1	1	0	0	4	1	0	0
96	0	1	1	0	1	0	1	0	1	1	0	0	2	1	0	1
97	1	0	0	1	0	0	0	1	1	1	0	0	2	1	0	1
98	1	0	1	0	1	0	0	0	0	1	1	0	6	0	0	0
99	1	0	0	1	0	0	1	1	1	1	0	0	4	1	0	1
100	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
101	0	1	1	0	1	0	0	0	1	1	0	0	2	1	0	0
